,country,code,indicator,time,percentage
314,Jamaica,JAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.3619
315,Japan,JPN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.7213
316,Jordan,JOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.2497
317,Kazakhstan,KAZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
318,Kenya,KEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0733
319,Kiribati,KIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
320,"Korea, Dem. People’s Rep.",PRK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
321,"Korea, Rep.",KOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.6126
322,Kosovo,XKX,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
323,Kuwait,KWT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.3363
324,Kyrgyz Republic,KGZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
325,Lao PDR,LAO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0153
326,Latvia,LVA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
327,Lebanon,LBN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.8087
328,Lesotho,LSO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.035
329,Liberia,LBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0835
330,Libya,LBY,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.2344
331,Liechtenstein,LIE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
332,Lithuania,LTU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
333,Luxembourg,LUX,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.106
334,"Macao SAR, China",MAC,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
336,Madagascar,MDG,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0849
337,Malawi,MWI,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
338,Malaysia,MYS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
339,Maldives,MDV,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
340,Mali,MLI,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0121
341,Malta,MLT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.7945
342,Marshall Islands,MHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
343,Mauritania,MRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
344,Mauritius,MUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1612
345,Mexico,MEX,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.4666
346,"Micronesia, Fed. Sts.",FSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
347,Moldova,MDA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
348,Monaco,MCO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
349,Mongolia,MNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.4842
350,Montenegro,MNE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
351,Morocco,MAR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0984
352,Mozambique,MOZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0215
353,Myanmar,MMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1653
354,Namibia,NAM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
355,Nauru,NRU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
356,Nepal,NPL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
357,Netherlands,NLD,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.752
358,New Caledonia,NCL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.07
359,New Zealand,NZL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.4807
360,Nicaragua,NIC,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.3781
361,Niger,NER,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0
362,Nigeria,NGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
363,Northern Mariana Islands,MNP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
364,Norway,NOR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.2823
365,Oman,OMN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
366,Pakistan,PAK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1925
367,Palau,PLW,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
368,Panama,PAN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.9644
369,Papua New Guinea,PNG,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
370,Paraguay,PRY,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.4044
371,Peru,PER,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.9357
372,Philippines,PHL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.768
373,Poland,POL,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.2137
374,Portugal,PRT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.5796
375,Puerto Rico,PRI,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,2.2834
376,Qatar,QAT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0
377,Romania,ROU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.7423
378,Russian Federation,RUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,4.0242
379,Rwanda,RWA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0147
380,Samoa,WSM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0887
381,San Marino,SMR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
382,Sao Tome and Principe,STP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
383,Saudi Arabia,SAU,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1392
384,Senegal,SEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1131
385,Serbia,SRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
386,Seychelles,SYC,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
387,Sierra Leone,SLE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0413
388,Singapore,SGP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.6618
389,Sint Maarten (Dutch part),SXM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
390,Slovak Republic,SVK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
391,Slovenia,SVN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
392,Solomon Islands,SLB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
393,Somalia,SOM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0278
394,South Africa,ZAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
395,South Sudan,SSD,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
396,Spain,ESP,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.6571
397,Sri Lanka,LKA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1102
398,St. Kitts and Nevis,KNA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
399,St. Lucia,LCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
400,St. Martin (French part),MAF,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
401,St. Vincent and the Grenadines,VCT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
402,Sudan,SDN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
403,Suriname,SUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
405,Sweden,SWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.7438
406,Switzerland,CHE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.8277
407,Syrian Arab Republic,SYR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.6493
408,Tajikistan,TJK,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
409,Tanzania,TZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0159
410,Thailand,THA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.2379
411,Timor-Leste,TLS,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
412,Togo,TGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0405
413,Tonga,TON,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
414,Trinidad and Tobago,TTO,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.2485
415,Tunisia,TUN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1999
416,Turkey,TUR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.4753
417,Turkmenistan,TKM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
418,Turks and Caicos Islands,TCA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
419,Tuvalu,TUV,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
420,Uganda,UGA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.0461
421,Ukraine,UKR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,3.3825
422,United Arab Emirates,ARE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
423,United Kingdom,GBR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,1.0757
424,United States,USA,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,4.0923
425,Uruguay,URY,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
426,Uzbekistan,UZB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
427,Vanuatu,VUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
428,"Venezuela, RB",VEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.8579
429,Vietnam,VNM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
430,Virgin Islands (U.S.),VIR,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,2.037
431,West Bank and Gaza,PSE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
432,"Yemen, Rep.",YEM,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
433,Zambia,ZMB,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,NA
434,Zimbabwe,ZWE,"Enrolment in tertiary education, all programmes, both sexes (number)",1971,0.1256
435,Afghanistan,AFG,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.0833
436,Albania,ALB,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,1.278
437,Algeria,DZA,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
438,American Samoa,ASM,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,2.2123
439,Andorra,AND,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
440,Angola,AGO,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
441,Antigua and Barbuda,ATG,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
442,Argentina,ARG,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,1.4249
443,Armenia,ARM,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
444,Aruba,ABW,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
445,Australia,AUS,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,1.5796
446,Austria,AUT,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.8802
447,Azerbaijan,AZE,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
448,"Bahamas, The",BHS,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
449,Bahrain,BHR,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.1362
450,Bangladesh,BGD,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.2043
451,Barbados,BRB,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.4256
452,Belarus,BLR,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
453,Belgium,BEL,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,1.3106
454,Belize,BLZ,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.0755
455,Benin,BEN,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.0191
456,Bermuda,BMU,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
457,Bhutan,BTN,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
458,Bolivia,BOL,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,0.6812
459,Bosnia and Herzegovina,BIH,"Enrolment in tertiary education, all programmes, both sexes (number)",1972,NA
